,Source,Text,Category,Date,Explanation,Label
8929,Sean Duffy,"All members of Congress are required to be in Obamacare, but Obama and members of his administration ""have their own gold-plated health care plans that they're in.""",Wisconsin,"Sunday, October 20th, 2013",Obama and administration in with rest of federal employees,Half-True
8930,Milly Silva,"""Property taxes have increased 20 percent under four years of Chris Christie.""",New Jersey,"Sunday, October 20th, 2013",Property taxes have increased,Mostly True
8931,Mary Burke,"""We’re 49th in the United States in new businesses created.""",Wisconsin,"Sunday, October 20th, 2013",One notch better,Mostly True
8932,Evan Feinberg,"""Local law enforcement . . . will have access to the [Obamacare] Data Hub’s treasure trove of personal info.""",Rhode Island,"Friday, October 18th, 2013",No polyp pictures for police!,False
8933,Louie Gohmert,"""We went from $160 billion deficit spending in (President George W.) Bush's last year to $1.6 trillion the following year.""",National,"Friday, October 18th, 2013","It did rise, but he gets most of the key numbers wrong",Mostly False
8934,Mick Mulvaney,"The ""president has given 1,100 special waivers to his friends"" for Obamacare.",National,"Friday, October 18th, 2013","Not to ""friends,"" and not so special",Mostly False
8935,Steve Spinnett,"Says Damascus’ disincorporation would produce ""NO significant tax savings.""",Oregon,"Friday, October 18th, 2013",Property taxes would be cut in half,False
8936,Ken Cuccinelli,"Since Obamacare became law, ""most of our new jobs have been part-time jobs.""",Virginia,"Friday, October 18th, 2013",Criticism would have been better focused on this year,False
8937,People for the Ethical Treatment of Animals,"""Live cats have holes drilled into their skulls,"" posts put into their heads and coils put into their eyes, and some have had their ears cut off or are intentionally deafened or starved at UW-Madison labs that do research to improve hearing in humans.",Wisconsin,"Friday, October 18th, 2013",Parts of claim accurate; other parts overstated,Half-True
8938,Hank Johnson,"Says ""by reducing chronic health care costs in the State of Georgia, we can reduce the $32.8 billion lost each year due to lack of productivity and economic costs.""",Georgia,"Thursday, October 17th, 2013",Study supports claim,Mostly True
8939,Ted Cruz,"""Virtually every person across this country has seen premiums going up and up and up"" due to Obamacare.",National,"Thursday, October 17th, 2013","Virtually, not even close to every person",False
8940,Gilberto Hinojosa,"40,000 veterans in Texas won’t get health care because Perry rejected Obamacare's Medicaid expansion.",Texas,"Thursday, October 17th, 2013",Some qualify for coverage without expansion,Mostly True
8941,Rick Kriseman,"""Since Mr. Foster's been mayor, we have less small businesses in the city of St. Petersburg.""",Florida,"Thursday, October 17th, 2013",Business growth is up from 2010,False
8942,Rick Kriseman,"""Unfortunately, since Mr. Foster's been mayor ... there are less people employed in the city of St. Petersburg than there were prior to his taking office.""",Florida,"Thursday, October 17th, 2013",City rides national wave of recovery,False
8943,Suzanne Bonamici,"Says ""nearly 30,000"" federal employees in Oregon were furloughed during the government shutdown.",Oregon,"Thursday, October 17th, 2013",Not all the federal employees were furloughed.,False
8944,Michael Thurmond,"When SACS came back to the DeKalb County School District to give a midterm review, we got straight A’s.",Georgia,"Thursday, October 17th, 2013","""A"" for effort doesn't count",Mostly False
8945,Debbie Wasserman Schultz,"Chris Christie ""cut equal pay for women, calling it 'senseless bureaucracy.' """,National,"Thursday, October 17th, 2013","He vetoed some equal pay bills, signed others",Mostly False
8946,Chain email,"Congressional lawmakers earn their salaries ""FOR LIFE,"" which for House Minority Leader Nancy Pelosi would add up to ""$803,700 Dollars a year for LIFE including FREE medical.""",National,"Thursday, October 17th, 2013",You'll have to find other reasons to be mad,Pants on Fire!
8947,Sheldon Whitehouse,"""Thirteen hundred"" applicants in Rhode Island signed up for insurance through Obamacare.",Rhode Island,"Wednesday, October 16th, 2013",Actually a bit higher,Mostly True
8948,Ann Coulter,"""No doctors who went to an American medical school will be accepting Obamacare.""",National,"Wednesday, October 16th, 2013","Our experts say: ""outrageous,"" ""ridiculous,"" ""ludicrous""",Pants on Fire!
8949,Ted Cruz,"""Neville Chamberlain told the British people: ‘Accept the Nazis. Yes, they will dominate the continent of Europe, but that is not our problem. Let's appease them. Why? Because it can't be done. We cannot possibly stand against them.’""",Texas,"Wednesday, October 16th, 2013","Didn't urge countrymen to uncle, didn't say military couldn't withstand",Mostly False
8950,Jennifer Horn,"Says Jeanne Shaheen ""got behind the idea of using the IRS to target American citizens for their political views.""",New Hampshire,"Wednesday, October 16th, 2013",Claim overplays the evidence,Mostly False
8951,Roger Williams,"The federal government ""has $3 trillion in cash flow, so we can pay our bills"" and won’t default.",Texas,"Wednesday, October 16th, 2013",Who wouldn't get paid?,Half-True
8952,National Republican Congressional Committee,"Ann Kuster turned ""a blind eye to those in need of funding"" by voting ""against funding for our nation’s veterans, low-income women and children, the FDA and the National Institutes of Health.""",New Hampshire,"Wednesday, October 16th, 2013",Advocates for some who need funding would disagree,Mostly False
8953,Republican National Committee,"Says U.S. Rep. Debbie Wasserman Schultz ""voted to cut off Florida’s veterans and their benefits.""",National,"Tuesday, October 15th, 2013",Some big veterans groups didn't like the bill either,False
8954,David Dewhurst,The White House had a live video feed of the Benghazi attacks as they occurred.,Texas,"Tuesday, October 15th, 2013",Debunked repeatedly,Pants on Fire!
8955,Louise Slaughter,"""Eighty percent of the antibiotics in this country are fed to livestock.""",National,"Tuesday, October 15th, 2013",80% sold for humans and livestock are for animals,Mostly True
8956,Nick Fish,"Says ""we are going to sell this house and use the proceeds to stabilize rates.""",Oregon,"Tuesday, October 15th, 2013",Barely a drop in the bucket,False
8957,Democratic Senatorial Campaign Committee,"Says U.S. Rep. Steve Daines, R-Mont., ""opposes a vote on his own legislation that he proposed just a few months ago.""",National,"Tuesday, October 15th, 2013",Shutdown shenanigans,False
8958,Republican Party of Georgia,"""Rather than prioritize and pass ethics reform measures to restore trust in state government, (Democrats) sat on their hands and did nothing"" when they were the majority.",Georgia,"Monday, October 14th, 2013",History books say otherwise,False
8959,Fact Check Florida,"A $10 million fire fee proposal in St. Petersburg was ""inspired"" by Gov. Rick Scott.",Florida,"Monday, October 14th, 2013",A stretch so big our backs hurt,Pants on Fire!
8960,Roger Williams,A congressional laundry closed due to the partial government shutdown.,Texas,"Monday, October 14th, 2013",Shirts on delayed special,True
8961,Bob McDonnell,"""It’s been 4 and a half years since the United States Senate passed a budget.""",Virginia,"Sunday, October 13th, 2013",Except for the budget passed this year,False
8962,Kim Guadagno,"Chris Christie ""has not increased the taxes on anyone.""",New Jersey,"Sunday, October 13th, 2013",Budget actions have taxing consequences,Half-True
8963,Paul Ryan,On responding to chemical weapon use in Syria,Wisconsin,"Sunday, October 13th, 2013",Hard to say exactly where he draws red line now,Half Flip
8964,Jennifer Parrish,"""Six years after unionization, 20,000 fewer children in Illinois were being served by the Child Care and Development Fund program.""",Rhode Island,"Saturday, October 12th, 2013","Decrease in home care was smaller, no evidence it was due to unionization",Mostly False
8965,Citizens for Fairness,"Amanda Murphy has ""two vacation homes around the world.""",Florida,"Saturday, October 12th, 2013",Glitzing up two time shares,Mostly False
8966,Florida Democratic Party,"Bill Gunter would ""drain millions from local public schools, and give our tax dollars to private, for-profit schools run by out-of-state corporations.""",Florida,"Friday, October 11th, 2013",Making assumptions about a charter school proponent,Mostly False
8967,Jeanne Shaheen,"""Ninety six percent of employers in the Granite State are considered small businesses.""",New Hampshire,"Friday, October 11th, 2013","""Small"" is a broad definition",True
8968,Bill Burton,"Democrats already agreed to ""a deal that Republicans wanted, that Eric Cantor said would be a win.""",National,"Friday, October 11th, 2013",The win that got away,Mostly True
8969,Rick North,"Says Oregonians for Food and Shelter ""proudly features board members from Monsanto and Syngenta and the (Oregon) Farm Bureau also receives funding from biotech companies.""",Oregon,"Friday, October 11th, 2013",Board members and cash donations link them,True
8970,Ken Cuccinelli,"Terry McAuliffe has ""threatened to shut down Virginia’s government if his budget plan isn’t supported.""",Virginia,"Friday, October 11th, 2013",Constitutional problem with claim,False
8971,Bill Powell,"Says ""(t)his 12 year council 'Seat-warmer' has never chaired, vice chaired, or led a single Council committee meeting.""",Georgia,"Thursday, October 10th, 2013",Wrong,False
8972,Gail Collins,"Louie Gohmert of Texas ""compared the current general-in-charge in Egypt to George Washington.""",Texas,"Thursday, October 10th, 2013",Likened moments,Mostly True
8973,Gail Collins,"Louie Gohmert of Texas ""blamed the mass shooting at a movie theater in Colorado on ‘the ongoing attacks on Judeo-Christian beliefs.'""",Texas,"Thursday, October 10th, 2013",Misfire,Mostly False
8974,Steve Lonegan,"""Violent crime is up since the last year of Sharpe James’ administration. This year it’s higher. … The unemployment rate is almost 15 percent. The high school dropout rate is over 50 percent.""",New Jersey,"Thursday, October 10th, 2013",Missing details,Half-True
